text,sentiment
Chinas Ctrip May Invest  million inZomato,2
SwiggyCares Sure  zomatocare has cheated my money with no reasons Tatsy Im choosing yur service I believe I w,0
Chinas Largest Travel Portal Ctrip to Invest  Mn in Zomatos Financing Round,2
Zomato,2
Contacted swiggy and filled so many forms for partnership No response from thier side What should i do to get a b,0
"Heres my review of City Socialite, SDA Market, SDA on Zomato",2
"Heres my review of Vegas , Sector  on Zomato",2
"Heres my review of IHOP, Cyber Hub, DLF Cyber City on Zomato",2
"Heres my review of The Bikers Cafe, Golf Course Road on Zomato",2
Oven Baked CookiesFor more details please contact us,1
"Heres my review of Oasis Baklawa, East of Kailash on Zomato",2
"Heres my review of My Bar Headquarters, Connaught Place on Zomato",2
Zomato swiggyin UberEatsIND  Give some traffic training to your boysThey have been seen riding bikes like,1
Chinas Largest Travel Portal CtripEnglish to Invest  Mn in Zomato s Financing Round,2
"Heres my review of Binge, Kailash Colony on Zomato",2
"Heres my review of Gulab, Pitampura on Zomato",2
"Heres my review of Hauz Khas Social, Hauz Khas Village on Zomato",2
Chinas Largest Travel Portal Ctrip to Invest  Mn in Zomatos Financing Round,2
"Heres my review of Diggin, Anand Lok on Zomato",2
Chinas Largest Travel Portal Ctrip to Invest  Mn in Zomatos Financing Round,2
"Heres my review of Kehar Sweets And Snacks, Sector  on Zomato",1
Chinas Largest Travel Portal CtripEnglish to Invest  Mn in Zomato s Financing Round,2
RangaprasadKPR Swiggy Delivery Boys flouting Traffic rules daily in Chennai City Will swiggyin SwiggyCares harshamjty and Polic,2
"madmanweb I placed an order on Swiggy, restaurant confirmed it but the delivery person informed me that restaurant was closed",2
racheetmehta ZomatoIN Zomato This is done Racheet,2
Available only in jumeirah branchOrder  Nowzomato,2
Available only in jumeirah branchOrder  Nowzomato,2
SwiggyCares,2
Today is Monday and thats Steak Night  A La Bouffe  per person with a glass of Shiraz and a dessert,2
zomatocare ZomatoIN Zomato As in what Done means,2
"At dahil di ko naman maaachieve ang ganitong ganda kahit anong gawin ko, umorder na lang ako sa foodpanda ng Sushi",2
foodpandaIndia Here is my entry  CraveFace  CraveParty Foodpanda,2
awsugblr Excited to have Swiggy swiggyin as the Gold sponsor for AWS Community Day Bengaluru  Grab your tickets for Community d,1
zomatocare ZomatoIN Zomato Thank you for unblocking my account as done my by mistake Hope this does not repea,1
racheetmehta ZomatoIN Zomato We have unblocked the same,2
zomatocare I was needed  Points for next level this Moarning it is showing me  why is that Zomato ZomatoIN,2
"Monday A Day only Pizza can FixSurround yourself with Pizza not negativityIndulge in our  Italian Mafia,",2
Breakfast for  or more Order Online on Zomato  Pides from lahmajunqatar in  tasty varieties,2
"nishsrt Zomato ZomatoIN Hey Nishant, kindly DM us regarding this query so that we can assist you furtherAM",1
"ZomatoIN s gold membership storyZomato  You are special to us, you add value to our business, you are our gold",1
Chinas Largest Travel Portal Ctrip to Invest  Mn in Zomatos Financing Round,2
Chinas Ctrip may put  million in Zomato,2
deepsanghvi Zomato ZomatoIN zomatocare zomato This is not done You can not change conditions with which we have subscribed post,2
"RoystanPinto ZomatoIN s gold membership storyZomato  You are special to us, you add value to our business, you are our gold membe",1
offerslootforyouZomato  FLAT  OFF ON BIRYANI UP TO USE CODE BIRYANINote click on banner in zoma,2
Helmet  swiggy fleet manager check  st time salary la  deduct  nd time  terminat,2
"entrackr Zomato may raise  Mn from Chinas Ctrip Who will be the first to hit  Bn valuation mark, Zomato or SwiggyZomatoIN",2
bombay mumbai yummy foodies foodlover foodbeast foodpics foodstagram zomato,1
arindamspeaks Heh heh pleasureAt the corner of Ripon St amp Wellesley or  Swiggy,0
bhargavizaveri Great story of self regulation by an online platform Zomato delists restaurants without FSSAI licence,1
saurabhkochhar foodpandaIndia GooglePayI ordered food via foodpanda and paid the amount using Tez option on nd,2
Reviews on Zomato everything is fine food tastes great delivery on time reminds me of home experimentin,1
Zomato in talks to raise  million with a valuation of  billion The Indian Wire,2
"coolshardulnim ZomatoIN ZomatoGold Hi Shardul, we understand your disappointment with the Zomato Gold services",0
Zomato,2
Why dominosindia not accepting any orders from swiggyin or Zomato I wanted  today for my lunch,0
bhargavizaveri Great story of self regulation by an online platform Zomato delists restaurants without FSSAI licence,1
"BhaskarPinaki Zomato ZomatoIN zomatocare Hi Pinaki, we can certainly help you get this checked Request you to",1
SwiggyCares how is it that swiggy charges a delivery charge which is only applicable to swiggy and not applicable,0
siddarthpaim Order from Swiggy amp Zomato,2
"MealsMidnight Just a dish of chicken in a mildly spiced curry saucebutterchickenContact us ,",2
FoodmfgUK  MealsMidnight Just a dish of chicken in a mildly spiced curry saucebutterchickenContact us,2
swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,1
Called the helpline and no one is helping me what is this bullshit burger king,0
Zomato  FLAT  OFF ON BIRYANI UP TO USE CODE BIRYANINote click on banner in zomato app to check li,2
deepsanghvi Zomato ZomatoIN zomatocare zomato This is not done You can not change conditions with which we have subscribed post,2
deepsanghvi MihirVasani Zomato ZomatoIN zomatocare vilegenius,2
Every couple having a gold membership should ask for a refund Whats the point of having it if your partner has on,2
"LIAImemes I understand where are you coming from and I truly apologize for the inconvenience caused However, you",1
"Cancellation, Complaint filed against SwiggySwiggy",0
vilegenius Every couple having a gold membership should ask for a refund Whats the point of having it if your partner has one Zoma,2
"At Couqley, French food is a celebration of appetite and an exploration of flavours For more, check out the Editor",1
South Indian LunchAuthentic Taste Of Old DillidillionwheelsOrder Online,2
"zomatocare can u plz tell me if anyone has bad experience with zomato and if she complained it , that means his ri",0
Become proficient in solving data science problems by attending the webinar on Applied Data Science From Concept,0
Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,2
reignofanxiety I sometimes open swiggy because i wanted to open twitter,2
Same in Bangalore,2
anirudhbb When I attempt to book a table on Zomato I get a response ticket queued successfully As a user no idea what it means u,1
"pickyfork  MealsMidnight Just a dish of chicken in a mildly spiced curry saucebutterchickenContact us , F",2
SwiggyCares Thanks Team Swiggy for the speedy resolution,1
"SyasyaNasuha hi, im your foodpanda girl, can you please dm me your address so i can deliver it to you Which ma",1
Part Of Zomatos  Million Funding Could Come From Ctrip From China,2
"aishorff Hi, im your foodpanda girl, can you please dm me your address so i can deliver it to you Which donut wou",1
Bharat Bandh So swiggyin is taking time to deliver But shouldnt that have been notified to the users You c,2
"Nrnsyqna aishorff Hi, im your foodpanda girl, can you please dm me your address so i can deliver it to you Which donut would you lik",1
Chinas Ctrip may put  million in Zomatocotake CotakeCollaborationNews CollaborationNews,2
"itemboyy poor fan of yours , swiggy me lunch",0
mati nurin mati,2
The only time I order from Zomato these days is when I run out of cigarettes Gotta buy food to get my cigarettes deliveredlifehack,2
Are you craving for food but dont feel like coming out of your comfort zone and go all the way down to your favori,1
"PhaniSekhar Hi Phani,  Were working diligently to assist our customers if they experience any disruption with th",0
Dear Zomato ur customer care idiot dont respond  How do i tell my problem,0
SwiggyCares uninstalling the app and tell me a way to permanently delete my acc You have disabled my cod for all,2
SwiggyCares There is no delivery charges applied since I already pay you a subscription charge as swiggy super I,1
Zomato in talks to raise USD  million from Chinas Ctrip,2
RTKoheeiOkubo OYO RoomsM LabsM,2
Zomato amp Swiggy Delist Defaulting Restaurants Mumbai fssaiindia ZomatoIN swiggyin food delivery license,2
Operational hours  pm  pmWhich means the last order will be taken at  We go in by  and place our orders,2
"biyanicz Zomato Hey Ayush, we are here to help you outKindly DM us your contact number so that we can reach ou",1
"lagi di resto bakat bakar sebelah kampus jam an, mumpung dayoff makannya telat, nah tnyt lg ada briefing karyawan",0
foodpandaIndia Uimbzfen and Uwtir check out,2
SwiggyCares One of the worst experience i have had with swiggy Ordered veg food and was delivered Non Veg food N,0
"akshaykawale Dear Zomato ZomatoIN deepigoyal, you introduced fair usage policies for your partners but what about your customers I",1
zomatocare Zomato,2
"Zomato don,t use Zomato after use of several promo code you become fraudulent",0
foodpandaIndia dont know why but tried Foodpanda after a gap of three years and I had enough of this shitty exper,0
Thank you ZomatoIN for delivering food amidst BharathBandh with swiggyin tape on the food package U guys saved,1
RangaprasadKPR Swiggy Delivery Boys flouting Traffic rules daily in Chennai City Will swiggyin SwiggyCares harshamjty and Polic,2
"ashvingpt Zomato don,t use Zomato after use of several promo code you become fraudulent",0
RangaprasadKPR Swiggy Delivery Boys flouting Traffic rules daily in Chennai City Will swiggyin SwiggyCares harshamjty and Polic,2
DoctorLFC Fastest food delivery companies in IndiaTied at nd position   Swiggy Zomato Scootsyst  Medical interns deliv,2
Es campur jelly  ice jelly mixed smsserpong  is an ice jelly with various fruit jelly flavors indonesiafood,2
"akrgsrni This is how most Zomato ZomatoIN orders are fulfilled Zero consideration for pedestrians, traffic rules, road safety MH",1
ZomatoIN Zomato stop saying delivery in mins When you cant  You can easily cheat people in india  But have,0
VarunMUFC akrgsrni RoadsOfMumbai Zomato ZomatoIN deepigoyal I stay at powai Hiranandani and the zomato drivers own the road here,2
ZomatoIN Zomato useless customer service,0
"RaajJagtap ZomatoIN Zomato BOXin Hi Raaj, sorry to disappoint you Kindly share your order details and we sh",1
"zomatocare  ZomatoIN  This kind of service you are  order was cancelled,but later it was m",2
"Hey Zomato ZomatoIN, can you help me understand this No delivery charge before applying promo code and I get an",1
"FounderIndia Eight months after its acquisition by Ola, food delivery company Foodpanda is looking to revive the brand with a new ad c",1
zomatocare ZomatoIN Zomato BOXin Order no   customer service just ignored requests,0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
LIAImemes Could you contact our customer care via live chat or email  for any case or follow up your order,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
My story on foodpandas latest offers at The Crave Party foodpandaIndia,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"ImVigneshMC Zomato ZomatoIN Hey Vignesh, that seems quite strangeKindly DM us your contact number so that we",1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"entrackr Zomato may raise  Mn from Chinas Ctrip Who will be the first to hit  Bn valuation mark, Zomato or SwiggyZomatoIN",2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Theres BTS sa northdrive pero nag foodpanda ko ug chatime hahahaahahCHATIME FOREVSSSSS,0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"tterIndia rsrajat kgahlot Mobile app should be introducedLike zomato, swiggy, foodpanda etc, order is booke",2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Do yall track your swiggyzomatofood pandafood delivery service orders every two mins or is it just me,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"iamag tterIndia rsrajat kgahlot Mobile app should be introducedLike zomato, swiggy, foodpanda etc, order is booked online a",2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"ankurjoshi ZomatoIN Zomato Wait the bad news does not end there, even with  people you can use only  Gold",0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"entrackr Zomato may raise  Mn from Chinas Ctrip Who will be the first to hit  Bn valuation mark, Zomato or SwiggyZomatoIN",2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Do you think these changes are right Starting today ZomatoGold users can unlock only  Gold benefit for every  d,1
swiggyin boasts how it incentivises its delivery people by overcharging customersAnd this what I get for orde,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
RangaprasadKPR Swiggy Delivery Boys flouting Traffic rules daily in Chennai City Will swiggyin SwiggyCares harshamjty and Polic,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
ajoshdaniel Same happened to me  Restaurant accepted the order got a delivery guys number Waited for an hour the,1
So Zomato first lured everyone in with Zomato gold and now have changed their policies regarding use mid way Effec,2
Zomato ZomatoIN ZomatoGold what is this cheap behavior Pivoting your offer plan midway thru the offer period co,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Wtf Zomato Whats this new update to the Gold membership usageZomatoIN,0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Proud Zomato fans,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Lawdalo lo de Foodpanda now,2
Okay ZomatoIN so your notification tells me Zomato Gold isnt for solo diners anymore One unlock between two folk,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
mirchiandmishti Wtf Zomato Whats this new update to the Gold membership usageZomatoIN,0
"scammers, or as we know them, Zomato",2
Zomato Gold just changed their terms to make it more unfavourable for us Nice,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
kunwarbir Zomato ZomatoIN ZomatoGold what is this cheap behavior Pivoting your offer plan midway thru the offer period coz you rea,2
Ctrip of China expected to join Zomatos m funding Zomato China,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
sanwat So Zomato first lured everyone in with Zomato gold and now have changed their policies regarding use mid way Effectively the b,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
shrinivassg Zomato has made a tweak to its Zomato Gold Result of restaurant pushback,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Zomato gold kmt,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
So not cool Zomato when people are paying individually then why are you restricting them to use it so first lure,0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Zomato Gold just changed their terms to make it more unfavourable for us Nice ZomatoGold Zomato,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
ZomatoIN why is the number of membership unlocks for a table for Zomato gold reduced now Will you accept if I ask,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Zomato,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Zomato doing what they do best Fing with their customers Thank you for changing the policy midway through memb,1
Swiggy launches sustainable food packaging marketplace,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
rakshitasareen My story on foodpandas latest offers at The Crave Party foodpandaIndia,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"Whats for lunch todayVisit us  Lake Terrace Tower, Cluster D, JLTOrder via ZomatoTalabat app or Call us",2
Foodpanda,2
"iamag tterIndia rsrajat kgahlot Mobile app should be introducedLike zomato, swiggy, foodpanda etc, order is booked online a",2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"uaeanandabhavan Whats for lunch todayVisit us  Lake Terrace Tower, Cluster D, JLTOrder via ZomatoTalabat app or Call us",2
deepigoyal ZomatoIN Zomato,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
this is misleading consumers zomato gold can change terms anytime do not buy any zomato gold further money will,0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
VlCKY Anna kotha number only first order ke  Foodpanda orders,1
SwiggyCares served food after  minutes Cold foodUninstalling swiggy now Really disappointed nowdays Order no,0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
VlCKY Zomato Emaina offers unaya epudu,2
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"sahejAB ZomatoGold ZomatoIN zomatocare While we respect your right to alter the TampC for Zomato Gold, at least honour the validity",1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"Only one gold can be unlocked for every two diners Not cool, Zomato, not cool ZomatoIN Showing us gold and as",0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
"kunwarbir Zomato ZomatoIN ZomatoGold Hi There, we are sorry to hear this We would like to assure you that we h",1
"deepigoyal Zomato ZomatoIN Your new limit of Gold redemption is very illogicalWhat if  Gold members, want to",1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
The Swiggy Packaging Assist estore will stock a range of custom delivery containers Read more,2
"Nrnsyqna SyasyaNasuha hi, im your foodpanda girl, can you please dm me your address so i can deliver it to you Which mamak would",1
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
Theres a word for changing your termsampconditions after having taken your customers money  Deception ZomatoGold zomato,0
jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,1
I am a young adult with huge appetite so why can I not use Zomato gold alone and what nonsense is this week and fiv,0
anoop Zomato Top,1
anak blok M sejati  bisa nyebut  tempat makan hits di Blok M tanpa buka Zomato atau Google Map blokM proud,1
"Zomato ZomatoGold How can you change your service terms in the middle of the contractIn that case, I want my money back",1
ZomatoIN Zomato wt s wrng wd u guys  diners r rqrd   zomato gld unlck nonsensepolicy I dine alone Nd eat x,1
"Hello ZomatoIN Zomato, Suddenly you decide to change the best feature of the Zomato Gold plan Not very cool, h",1
Nrnsyqna hi my foodpanda girl  im happy to hear that  mamak mana mana pun i okay,1
This is a good move Zomato,1
RangaprasadKPR Swiggy Delivery Boys flouting Traffic rules daily in Chennai City Will swiggyin SwiggyCares harshamjty and Polic,2
"myrazainal Bangsar A lot of cafes there , you can check out in zomato apps",2
"So, basically ZomatoIN Zomato does not want any singlesstags to enjoy the ZomatoGold benefit So, acc to them,",1
"ZomatoIN Shouldnt the new policy on zomato gold should apply only to new members, not to the people who already b",2
To do this on the sly is unprofessional when the company has made such good strides in the market previously It,0
Nooooooo,2
DarshanPai Zomato zomatogoldcheater use this hastag to protest,0
"Hey swiggyin SwiggyCares , I am trying to order lunch and your app is not working  Should I shift to Zomato",2
Still worth using if you have multiple gold accounts when in a group Zomato,1
So ZomatoIN has amended terms of use for Zomato Gold Earlier each n every Gold membership holder could avail bene,2
zomatoIN zomatofraud Highly dissapointing,2
"Zomato Hello, since you have changed your zomato gold policy after me paying for what was a completely different p",2
"b Zomato Thought this rule was already in place, anyway will relieve restaurants a bit",1
Hey Zomato zomatocare  You guys cant just change the policies of your Zomato gold after selling a year members,2
shahamit So ZomatoIN has amended terms of use for Zomato Gold Earlier each n every Gold membership holder could avail benefit subj,1
Zomato gold changes should be added into the agenda of todays Bharath Bandhzomato,2
ZomatoIN Zomato disappointed with your change in policy You guys should have thought before introducing the poli,0
What No,0
ZomatoIN questionable character shown by changing the tnc after purchase or zomato gold I want my money back Now,0
akshaykawale Zomato ZomatoIN deepigoyal zomatogoldcheater lets use this  to protest,0
Ordered Potato amp Tomato from ZomatoBharat Band th September  celebrating the holidays,1
"Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",0
Zomato gold usage policy just got updated If a table has only two gold members then only one of them can redeem W,2
"b Zomato You are super fast Anupam, I was reading the notification and then saw this tweet",1
ZomatoIN Unacceptable behaviour Changing usage tampc of zomato gold after users have bought it Please refund my money back BoycottZomato,0
Happy to serve our customer swiggy once again chocolate box corporate order chandigarh ludhiana punjab,1
shahamit So ZomatoIN has amended terms of use for Zomato Gold Earlier each n every Gold membership holder could avail benefit subj,1
DoctorLFC Fastest food delivery companies in IndiaTied at nd position   Swiggy Zomato Scootsyst  Medical interns deliv,2
vits ZomatoIN Zomato deepigoyal use this  zomatogoldcheater to protest,0
I totally upset with Zomato gold terms and conditions  I dont agree to them you can change them after we buy them  I want a refund,0
Zomato ZomatoIN zomatocare do not appreciate this midmembership policy update This essentially means I need ju,0
Seems like single people are too unfortunate to avail zomato gold Grow up ZomatoIN Zomato,0
kewlioharsh Zomato ZomatoIN use this  to protest zomatogoldcheater,0
Zomato such ridiculous rules Whats the point Cheater Notreallygold allthatglittersisnotgold,0
iNIL ZomatoIN Zomato zomatogoldcheater,2
Urvashi Seems like single people are too unfortunate to avail zomato gold Grow up ZomatoIN Zomato,0
"Rupee fall impact on foreign vacations, study abroad, imports and more   Ma  Vice Pres",2
What the fuck Zomato,0
ZomatoIN Zomato Kindly issue a refund as youll have changed the policy midway and my gold is virtually useless n,1
"sahejAB ZomatoGold ZomatoIN zomatocare While we respect your right to alter the TampC for Zomato Gold, at least honour the validity",1
tanujindal ZomatoIN Unacceptable behaviour Changing usage tampc of zomato gold after users have bought it Please refund my money bac,0
"kartattack So, basically ZomatoIN Zomato does not want any singlesstags to enjoy the ZomatoGold benefit So, acc to them, If u r",1
Restaurants closed and Swiggy has stopped delivery nearby thanks to bandh cannibalism is the only option,1
DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,2
"Hi, I use illustrator and Photoshop for restaurant menu card design  I   do all kind of task professionally Im f",2
Why would you do this Zomato This is heartbreaking,0
ytengra ZomatoIN Zomato Kindly issue a refund as youll have changed the policy midway and my gold is virtually useless now since my,1
Zomato please dont introduce more such amazing terms while our plans are still active zomatogold wtf,1
naaaamkaran Zomato Wtf chor saale,0
ytengra ZomatoIN Zomato Totally agree BoycottZomato,1
ZomatoIN Zomato ZomatoGold Help me understand why this sudden changeI bought gold and I referred many friends,1
How can you make radical changes to a policy after extensively marketing and selling it in a completely different m,2
"zomatocare seriously Now that u ve got enough ppl on board, u wanna reiterate ur zomatoGold benefits in an adv",1
chintanbpanchal iNIL ZomatoIN Zomato zomatogoldcheater,2
foodpanda  free delivery,1
chaitalibajaj Zomato such ridiculous rules Whats the point Cheater Notreallygold allthatglittersisnotgold,0
chintanbpanchal kewlioharsh Zomato ZomatoIN use this  to protest zomatogoldcheater,0
Zomato Gold becoming Zomato bronze Churan,2
itzNaveen  Helmet  swiggy fleet manager check  st time salary la  deduct  nd time  termination,2
nehave Do you think these changes are right Starting today ZomatoGold users can unlock only  Gold benefit for every  diners As a,1
PSprayank DarshanPai Zomato its indirectly a cap on number of gold per group and a group coccupying a table is,1
"kartattack ZomatoIN Zomato Hi Karthika, We are sorry to hear this We would like to assure you that we have ma",1
Zomato such a cheater you are Random rules change Give my money back Zomatogoldcheater boycottzomato ZomatoIN,0
Aloo BedmiAuthentic Taste Of Old dillionwheelsOrder Online  Partners,2
Urvashi Seems like single people are too unfortunate to avail zomato gold Grow up ZomatoIN Zomato,0
amankothari Zomato ZomatoIN zomatocare do not appreciate this midmembership policy update This essentially means I need just on,0
